9390,0
9391,3
9392,2
9393,2
9394,1
9395,0
9396,3
9397,0
9398,0
9399,0
9400,1
9401,2
9402,0
9403,0
9404,3
9405,3
9406,3
9407,1
9408,0
9409,3
9410,1
9411,1
9412,2
9413,3
9414,0
9415,0
9416,0
9417,2
9418,2
9419,2
9420,2
9421,2
9422,2
9423,3
9424,3
9425,3
9426,3
9427,2
9428,1
9429,2
9430,0
9431,0
9432,2
9433,1
9434,3
9435,2
9436,3
9437,3
9438,1
9439,2
9440,3
9441,0
9442,1
9443,3
9444,0
9445,3
9446,2
9447,0
9448,1
9449,0
9450,0
9451,0
9452,1
9453,0
9454,0
9455,0
9456,0
9457,2
9458,1
9459,0
9460,2
9461,3
9462,1
9463,3
9464,2
9465,3
9466,0
9467,2
9468,2
9469,3
9470,1
9471,2
9472,3
9473,2
9474,0
9475,3
9476,0
9477,3
9478,0
9479,2
9480,0
9481,0
9482,3
9483,3
9484,1
9485,3
9486,2
9487,2
9488,1
9489,0
9490,1
9491,2
9492,2
9493,0
9494,2
9495,0
9496,3
9497,2
9498,1
9499,3
9500,1
9501,3
9502,3
9503,0
9504,2
9505,2
9506,0
9507,1
9508,3
9509,0
9510,1
9511,1
9512,3
9513,1
9514,2
9515,3
9516,3
9517,2
9518,2
9519,3
9520,2
9521,1
9522,3
9523,0
9524,3
9525,3
9526,2
9527,1
9528,3
9529,1
9530,1
9531,0
9532,0
9533,3
9534,2
9535,2
9536,0
9537,0
9538,3
9539,3
9540,3
9541,3
9542,2
9543,1
9544,2
9545,3
9546,3
9547,0
9548,1
9549,2
9550,3
9551,0
9552,3
9553,1
9554,0
9555,1
9556,1
9557,0
9558,2
9559,3
9560,3
9561,2
9562,2
9563,0
9564,0
9565,2
9566,0
9567,1
9568,1
9569,3
9570,1
9571,1
9572,0
9573,0
9574,0
9575,3
9576,0
9577,1
9578,1
9579,2
9580,1
9581,0
9582,2
9583,3
9584,0
9585,2
9586,1
9587,1
9588,3
9589,1
9590,2
9591,1
9592,1
9593,3
9594,1
9595,3
9596,0
9597,3
9598,3
9599,0
9600,2
9601,1
9602,2
9603,1
9604,1
9605,2
9606,2
9607,2
9608,0
9609,0
9610,0
9611,1
9612,0
9613,3
9614,3
9615,2
9616,2
9617,0
9618,1
9619,2
9620,1
9621,2
9622,0
9623,3
9624,2
9625,1
9626,2
9627,3
9628,2
9629,3
9630,3
9631,3
9632,3
9633,1
9634,3
9635,3
9636,1
9637,2
9638,1
9639,1
9640,3
9641,0
9642,1
9643,0
9644,2
9645,1
9646,0
9647,0
9648,0
9649,2
9650,2
9651,0
9652,2
9653,0
9654,2
9655,0
9656,0
9657,0
9658,0
9659,1
9660,1
9661,1
9662,1
9663,3
9664,0
9665,3
9666,2
9667,2
9668,3
9669,1
9670,3
9671,0
9672,0
9673,2
9674,3
9675,1
9676,3
9677,2
9678,3
9679,2
9680,3
9681,1
9682,1
9683,3
9684,3
9685,1
9686,0
9687,0
9688,3
9689,1
9690,1
9691,3
9692,3
9693,3
9694,1
9695,0
9696,0
9697,3
9698,2
9699,2
9700,1
9701,1
9702,2
9703,0
9704,0
9705,3
9706,3
9707,0
9708,1
9709,2
9710,2
9711,0
9712,0
9713,0
9714,1
9715,3
9716,3
9717,3
9718,2
9719,1
9720,1
9721,2
9722,0
9723,0
9724,2
9725,1
9726,0
9727,3
9728,3
9729,2
9730,3
9731,3
9732,2
9733,1
9734,3
9735,0
9736,0
9737,3
9738,0
9739,1
9740,0
9741,1
9742,1
9743,3
9744,2
9745,1
9746,1
9747,2
9748,1
9749,0
9750,3
9751,1
9752,1
9753,2
9754,3
9755,1
9756,1
9757,1
9758,2
9759,3
9760,2
9761,2
9762,2
9763,1
9764,3
9765,2
9766,0
9767,1
9768,0
9769,2
9770,1
9771,2
9772,1
9773,0
9774,2
9775,2
9776,0
9777,1
9778,1
9779,1
9780,3
9781,0
9782,3
9783,3
9784,0
9785,3
9786,0
9787,3
9788,2
9789,3
9790,3
9791,0
9792,3
9793,1
9794,3
9795,1
9796,0
9797,3
9798,0
9799,1
9800,0
9801,2
9802,1
9803,0
9804,0
9805,0
9806,1
9807,1
9808,1
9809,2
9810,0
9811,2
9812,1
9813,2
9814,2
9815,1
9816,2
9817,3
9818,1
9819,2
9820,2
9821,3
9822,3
9823,2
9824,2
9825,3
9826,3
9827,2
9828,1
9829,3
9830,1
9831,2
9832,2
9833,0
9834,0
9835,0
9836,0
9837,1
9838,2
9839,3
9840,1
9841,2
9842,0
9843,1
9844,3
9845,2
9846,2
9847,2
9848,0
9849,3
9850,2
9851,1
9852,2
9853,3
9854,1
9855,1
9856,3
9857,0
9858,3
9859,2
9860,3
9861,0
9862,3
9863,3
9864,1
9865,1
9866,2
9867,3
9868,3
9869,0
9870,0
9871,1
9872,3
9873,0
9874,2
9875,3
9876,1
9877,2
9878,2
9879,2
9880,3
9881,1
9882,3
9883,1
9884,0
9885,3
9886,2
9887,1
9888,1
9889,2
9890,2
9891,0
9892,1
9893,0
9894,1
9895,2
9896,0
9897,2
9898,2
9899,2
9900,3
9901,0
9902,3
9903,2
9904,2
9905,1
9906,3
9907,1
9908,3
9909,3
9910,0
9911,2
9912,0
9913,1
9914,0
9915,0
9916,1
9917,0
9918,1
9919,3
9920,1
9921,1
9922,2
9923,2
9924,3
9925,1
9926,1
9927,0
9928,2
9929,2
9930,1
9931,3
9932,2
9933,0
9934,1
9935,3
9936,3
9937,1
9938,2
9939,3
9940,2
9941,3
9942,2
9943,3
9944,2
9945,1
9946,1
9947,0
9948,1
9949,3
9950,3
9951,2
9952,2
9953,0
9954,1
9955,1
9956,3
9957,1
9958,1
9959,3
9960,3
9961,0
9962,0
9963,2
9964,0
9965,3
9966,0
9967,0
9968,3
9969,3
9970,2
9971,0
9972,3
9973,2
9974,1
9975,0
9976,0
9977,3
9978,3
9979,0
9980,0
9981,0
9982,3
9983,0
9984,1
9985,1
9986,3
9987,0
9988,3
9989,3
9990,3
9991,3
9992,3
9993,2
9994,1
9995,2
9996,0
9997,0
9998,0
9999,3
